"name","time","location","feature","image","url","latitude","longitude","area_id"
"国営滝野すずらん丘陵公園","4月下旬〜10月下旬","北海道札幌市南区滝野247","名称の由来になっている「すずらん」をはじめ、約800種の草花が四季折々に美しさをみせてくれる北海道で唯一の国営公園です。アシリベツの滝を含む敷地は400ヘクタールと広大で、中心ゾーン、渓流ゾーン、滝野の森ゾーン(東エリア・西エリア)の4つに分かれています。中心ゾーンでは美しく整備されたガーデン、渓流ゾーンでは滝や川が、森では山野草が中心になっています。公園は四季を通じて花に溢れ、春はチューリップ、秋はコスモスが丘陵一面を彩ります。また、参加無料の「花のみどころガーデンツアー」も開催されます。東エリアには、バリアフリーの園路や遊具もあり、誰もが森林浴と森遊びを楽しむことができます。西エリアの「自然博物館」には、貴重な動植物の保全と再生により、北国の生態系が維持されています。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/10460/f1c0dca2-887c-4aa3-bce5-21ee9a717430.JPG","https://www.takinopark.com/","42.913505","141.387007","1"
"横倉山織田公園","3月下旬～4月上旬","高知県高岡郡越知町横倉山","春には約100本のボタンザクラが咲く。また、登山道沿い約800mにわたりあじさいが植えられており、4月にはつつじも咲く。","","http://www.town.ochi.kochi.jp/kankou/look/odakouen.htm","33.535878","133.207833","6"
"神戸市立森林植物園","6月〜9月","兵庫県神戸市北区山田町上谷上字長尾1-2","六甲山系は明治中期までは、大部分がはげ山だったが、それが先人の努力により、現在の緑豊かな森林に育ってきた。昭和15年から整備がすすめられてきた森林植物園は、六甲山の緑化をすすめるためのシンボルとして建設されたもので甲子園球場の35倍以上という国内最大級の植物園。園内には六甲山をはじめ日本の代表的な樹木や世界各地の樹木を、原産地別に約1,200種が植栽されている。また、六甲山系にはたくさんのあじさいが自生していることもあり、園内にある「あじさい園」は名所としても有名でヤマあじさい、エゾあじさいなど20種類以上、約5万株のあじさいを栽培。西日本では、もっとも人気のあるあじさいスポットでもある。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/10566/ce06137c-d8f7-42f5-a277-878763ddf84e.JPG","https://www.kobe-park.or.jp/shinrin/","34.740843","135.178097","5"
"十文字峠のしゃくなげ群落","6月上旬～6月中旬","中津川 秩父市 埼玉県 369-1903","登山経験が豊富で、自生するシャクナゲをご覧いただきたい方は十文字峠へお越しください。約7時間の登山道を歩くと山一面に広がるシャクナゲと原生林をご観賞いただくことができます。ただし、登山道はかなりの急登です。","https://image-loconavi.tokubai.co.jp/w=280,h=280,a=2/uploads/spot/placard/image/87993/29d0695d-38c4-4300-bfe4-9f6438fa935b.jpg","http://www.hut10monji.com/","35.942917","138.734607","3"
"由志園","4月〜5月","島根県松江市八束町波入1260-2 ","「由志園」は、昔から牡丹の一大産地として有名な「大根島」という島にある日本庭園です。広大な1万坪の土地には所狭しと3万輪以上の牡丹や芍薬が咲き広がっています。一般的に牡丹のシーズンは4月から6月前半ですが、由志園では1年中鑑賞が可能。さらに、園内各所に庭を眺めながら味わえる食事処が併設されており、訪れた方にはぜひ召し上がっていって欲しい名産の蕎麦や地元素材を使った郷土料理、会席料理が魅力です。また、そのほかにも江戸時代から200年以上続く「雲州人蔘」の栽培も行っています。大根島は鳥取県の境港市や米子市などにも面した中海に浮かぶ島で車でも簡単にアクセスができるのも嬉しいポイント。夜はライトアップやイルミネーションなどのイベントも開催されることがあるので、ぜひチェックしてお出かけくださいね。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/20004/9be28beb-73f4-40c0-89ae-8947c4c6aa3d.jpeg","http://www.yuushien.com/yuushien/","35.491357","133.176476","6"
"英雄寺","4月〜5月","大分県竹田市大字会々2033","「英雄寺」は中川二代久盛公が祖父の菩提を弔うため、1644年に建立したお寺です。境内には隠れキリシタンの秘佛であるマリア像があり、本堂では絵天井を見ることができるなど、厳かな雰囲気を感じることができます英雄寺はボタンの花が美しいことでも知られており、春になると岡藩主中川秀成公が持ち帰ったとされる朝鮮ボタンが花を咲かせ、色鮮やかなボタンを見ようと全国から多くの観光客が足を運んでいます。毎年4月下旬には「ぼたん祭り」が開催されており、咲き誇るぼたんの花々を鑑賞できるだけでなく、「ぼたん酒」がふるまわれます。大分県武田市内でも随一のボタンの名所ですので、美しい景色を堪能しに訪れてみてはいかがでしょうか。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/85795/fce00d42-1ef7-4ffe-8319-9b23da02182c.jpg","https://www.taketan.jp/spots/detail/43","32.97162","131.398758","8"
"春日大社 萬葉植物園","4月〜5月","奈良県奈良市春日野町160","萬葉植物園にて御衣黄桜という桜です、藤の花と同じ時期に見頃を迎えます。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/13760/d6b39de4-1193-4949-821a-1c86fd570d49.JPG","http://www.kasugataisha.or.jp/h_s_tearoom/manyou-s/index.html","34.682276","135.844574","5"
"三大神社の砂擦りの藤","4月〜5月","滋賀県草津市志那町309 三大神社","条里集落、遺構地吉田の中心部にある「三大神社」は、志那津彦命と志那津姫命を祭神として祀っている神社です。参道を進んだ先にある境内には拝殿が、奥側には社殿が並び、厳かな雰囲気があります。本殿の傍らにある六角形の石燈籠は鎌倉時代に作られたものと言われ国指定の重要文化財で、工芸品である朱漆塗大般若経経箱は室町時代の作とされ草津市指定文化財に指定されました。境内にある藤は地面に擦ってしまいそうなほどの花房をつける「砂擦りのふじ」が美しく、見ごろの時期がくるとライトアップも行われるため、幻想的な雰囲気を楽しもうと多くの観光客がふじを愛でに足を運んでいます。長い歴史がある三大神社で貴重な文化財や藤の花を楽しみながら、参拝をしてみてはいかがでしょうか。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/85810/de84a4c8-c4c7-43f0-9a6d-f15131a00037.jpg","https://www.biwako-visitors.jp/spot/detail/161","35.048325","135.937234","5"
"東山動植物園の睡蓮","6月～8月","愛知県名古屋市千種区東山元町3-70","名古屋市の「東山動植物園」は、丘陵地を利用して昭和12年（1937年）に造園された動植物園。その植物園では、現在約7,000種もの植物が展示され、その他にも国指定重要文化財の「温室」や、世界遺産にもなった岐阜県・白川郷から移築した「合掌造りの家」などもあります。この合掌造りの家は昭和31年に移設された貴重な建物で、家の中を一部観覧することもできます。そして、その白川郷から移築した合掌造りの家の前にある「奥池」の水面に広がっているのが、睡蓮になります。合掌造りの家と池に広がる蓮が、とても情緒ある風景になります。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/52543/800302ae-39f2-401c-802b-9201977df7d3.jpg","http://www.higashiyama.city.nagoya.jp/","35.160102","136.977709","4"
"草津市立水生植物公園みずの森の蓮・睡蓮","6月下旬～8月下旬","滋賀県草津市下物町1091番地","滋賀県草津市の「草津市立水生植物公園みずの森」は、琵琶湖に面した植物園。睡蓮の種類は100種類以上あり、夏の見頃には蓮、睡蓮、パラグアイオニバスなどが園内を彩る名所です。また、8月下旬～9月上旬にかけてはパラグアイオニバス試乗会の子供向け試乗会（30kgまで）も行われており、家族連れにもおすすめです。ほか、屋内施設の「ロータス館」では熱帯の睡蓮を中心に国内外の水生植物を集めており、草津市立水生植物公園みずの森では1年中花が楽しめます。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/53015/1f1746db-ac9c-45c0-8be9-db495a587431.jpg","http://www.seibu-la.co.jp/mizunomori/","35.074044","135.940466","5"
"メタセコイア並木","11月下旬～12月上旬","滋賀県高島市 メタセコイア並木","滋賀県高島市のメタセコイア並木。味覚狩りなどを楽しめるマキノ農業公園「マキノピックランド」からマキノ高原へ約2.4kmにわたり、道の両側に約500本のメタセコイアが植えられています。1981年（昭和56年）から翌年にかけ植栽されました並木道で、現在ではまっすぐ続く道に並ぶ美しいメタセコイアは全国に知れ渡るようになりました。春から夏の新緑や秋の紅葉、冬の雪景色など、四季に応じて美しさを楽しめるスポットです。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/7686/1cf59ab0-6d51-491f-9db1-aa145ab17c9f.jpg","http://xn--ncke3dzaw0b5dze4d.com/","35.475961","136.036685","5"
"太陽が丘ゆうひみ公園のメタセコイア","11月下旬～12月上旬","石川県金沢市太陽が丘 太陽が丘ゆうひみ公園","メタセコイア並木と言えば、滋賀県のマキノ町が有名ですが、金沢にも結構きれいなメタセコイア並木があるんです。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/7066/76bc2e09-2196-437c-a3a3-65bbc7b3f8c9.jpg","https://www.hot-ishikawa.jp/spot/21472","36.533701","136.705732","4"
"雄国沼のミズバショウ","5月下旬～6月上旬","福島県耶麻郡北塩原村","福島県中北部、磐梯(ばんだい)山西方、猫魔ヶ岳や雄国山などを外輪山にもつカルデラ湖。標高1,000mの位置にあり周囲の山々はブナが多く、湖岸の湿原にはミズバショウ、ニッコウキスゲ、ヒオウギアヤメなどの群落があり、約280種の湿原植物群落は国の天然記念物に指定されている。なかでも、6月末〜7月初めには沼の南の湿原地帯では、ニッコウキスゲの大群落が咲き誇る。かつては沼の面積は現在の半分程であったが、江戸時代初期に大塩平左衛門がおこなった、かんがい工事により面積が拡大したもの。今ではニッコウキスゲの大群落を観に全国から多くの人々が訪れる。","https://image-loconavi.tokubai.co.jp/w=280,h=280,a=2/uploads/photo/image/image/31999/12607846-600f-44da-acc2-1a9f420e4faa.jpg","https://www.urabandai-inf.com/?page_id=24986","37.655665","139.937308","2"
"ハチ北・水芭蕉の里","4月中旬〜5月上旬","兵庫県美方郡香美町岡区大笹","鉢伏山の北、標高700ｍ付近にある「ハチ北みずばしょうの里」では、休耕田を利用してミズバショウを栽培。ハチ北スキー場の中の『北壁トリプルリフト』から少し歩くと池があり、そこに咲いている。山肌を利用した棚田に関西で最大規模という約12000株ものミズバショウが植えられており、雪解けとともに花を咲かす。ミズバショウは、地元で宿を営む田辺鎮夫さんが、還暦を機に自前の休耕田を利用して栽培を始めた。初年は種子を取り寄せ、苗作りから手掛け、年ごとに面積と本数を増やし、今では30アールの一帯はミズバショウの里として知られ、シーズンには関西方面などから観光客も多く訪れる。棚田の一部にはザゼンソウも植えられており、ミズバショウの花と同じ頃に花が見頃を迎える。","","https://kitakinki.gr.jp/spot/1679","35.632186","134.629178","5"
"兵庫県立フラワーセンターのサルビア","6月下旬〜8月下旬","兵庫県加西市豊倉町飯森1282−1 兵庫県立フラワーセンター","園内中央には豊かな水に水鳥が遊ぶ亀の倉池を配し、背に野鳥のつどう緑濃い飯盛山を取り込んだ、約46haにおよぶ松の自然林をそのままに生す全国でも有数の花の公園。池を巡る遊歩道を歩けば、季節の花が咲き競う四季の花壇、大温室、花と彫刻の道、かおりの森など、約4,500種類の花々が咲く。園内の中央にある亀の倉池の近くには大小さまざまな花壇が展開。中央花壇、四季の花壇、池辺の花壇等合わせて12,000㎡の花壇は、春にはチューリップ、夏から秋にはサルビア、マリーゴールド、ベゴニア・センパフローレンス、菊、冬はパンジー、ハボタンなどで埋めつくされる。4月の春からは460品種22万本のチューリップが次々と開花します。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/40430/ac27a2ba-3576-4b9b-bf3c-2bac4089cbe6.jpg","http://www.hyogo-park.or.jp/flower-center/","34.907757","134.859368","5"
"かんのファームのラベンダー","6月中旬〜10月上旬","北海道空知郡上富良野町西12線北36号","上富良野町と美瑛町の境界、美馬牛峠で花と味覚が楽しめる観光農園のかんのファーム。ラベンダーのほか、サルビア、アマランサス、ストロベリーフィールドなど、約10種類の花を始めとする作物を栽培する丘の農園。上富良野町の北部に位置し、美瑛町との境界にある国道237号線に面しています。色とりどりの花畑は虹のようにも見え、緩やかな斜面で見渡せる圧巻の景色。かんのファームでは、早咲きと遅咲きのラベンダーが植えられているため、6月中旬より10月上旬まで長い期間ラベンダーの美しい景色を楽しめます。また、他のラベンダー畑では同じ種類のラベンダーが植えられていることが多いですが、かんのファームのラベンダーは、複数の種類のラベンダーが植えられているため、色、形、大きさの異なるラベンダーを観賞できる点が嬉しい。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/52903/de7d4914-c9e3-4e0c-b608-e85986435e74.jpg","http://www.kanno-farm.com/","43.542853","142.438902","1"
"多摩川台公園","3月～6月","東京都大田区田園調布1丁目63−1 区立多摩川台公園","多摩川に沿って約750mつづく細長い公園。広大な敷地内には亀山古墳を中心に、自然林の道や展望台、四季の野草園や水 生植物園など、田園調布に残る豊かな自然を生かした見どころが多い。公園の一角にあるあじさい園は、昭和62年4月に水生植物園、野草園とともに開設された。ガクあじさいや西洋あじさいなど約7種類、 3000株のあじさいが南側の園内にいっぱい に咲く。春先はサクラの名所として賑わい、四季折々ホタルブクロ、彼岸花などの花も楽しめる。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/9016/95d83757-30c1-4d30-b8f3-fc1c0b51399d.jpeg","https://ja.wikipedia.org/wiki/%E5%A4%9A%E6%91%A9%E5%B7%9D%E5%8F%B0%E5%85%AC%E5%9C%92","35.590149","139.666953","3"
"本光寺のあじさい","6月〜9月","愛知県額田郡幸田町大字深溝内山17","戦国最強の三河武士といわれた「深溝松平家」の菩提寺。別名、三河の「あじさい寺」とも呼ばれ、近県では屈指のあじさいの名所となっている。1万坪の境内に15種類、約1万本のあじさいが山門への参道、寺社内各所に植えられている。あじさいの紫と山門の朱色が美しいが、境内の本堂前の梅林の中にも、あじさいが咲き乱れている。また、世界の椿を集めた「三河椿の郷」や境内に植えられた梅も見ごたえがある。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/7881/8cda5198-2bbf-4abc-88ec-c607b0230e8f.jpg","","34.83735","137.182091","4"
"びわこ箱館山ゆり園","2021年6月30日(水)〜2021年10月14日(木)","滋賀県高島市今津町日置前4201-4 びわこ箱館山ゆり園","天気良し、視界良し、景色良し、夏の雰囲気よし、琵琶湖良し、夏雲良し、そして百合の花良し！来年もまた来ます😉","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/11982/ab9fbab1-1f2a-41df-a14f-a30dcb291765.JPG","http://www.hakodateyama.com/green/","35.43698","135.987896","5"
"南くりこま高原一迫ゆり園","5月〜7月","宮城県栗原市一迫真坂清水堰田 一迫ゆり園","昭和63年「何もない町と言われてはたまらない」。そんな気持ちで若手有志15人が「町おこし会」を設立。研究会を重ねている時、会員の一人が「町の山間地にはヤマユリが咲いている。自分もスカシユリを栽培している」と、こんな話しからユリをテーマとした町おこしをしようと、会の名称を「町おこしユリの会」と改め、ユリでの町おこしがスタート。平成2年には試験園を開園。翌平成3年には会員手づくりの「南くりこま高原・一迫ゆり園」が完成。今では毎年多くの来園者が訪れ、3万平方mの敷地に拡張。小高い丘の起伏をそのまま生かして造られた園内には「「やまゆりの森」や「ハーブ館」、「ヘメロカリス園」も整備し、6月中旬から7月下旬までユリ約200品種15万球、ヘメロカリス約50品種2万株、ハーブ約80品種の美しい彩りの花や香りが、訪れた人々の心を和ませてくれる。また、収益金の一部で地域づくり団体や、花をテーマとしたまちづくりを行う団体への支援事業を行っている。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/12162/59cb65d1-7ce6-4907-9c81-7ea36170d45e.jpeg","","38.728236","140.944097","2"
"堀切菖蒲園","6月〜7月","東京都葛飾区堀切2丁目19-1 区立堀切菖蒲園","江戸時代に全国で初めて誕生したの堀切の菖蒲園。当時は、江戸時代の安藤広重の「名所江戸百景 」にも登場。徳川斉昭公からは「日本一の花菖蒲」と折り紙がつけられたほど。また文化年間(1804～1817)当地の農民、伊左衛門が趣味で各地の花菖蒲を集めて庭で栽培したのが始まりと伝えられる。葛飾区は、江戸川や荒川、中川に取り囲まれている水郷的景観を持った地域。水湿地を好む花菖蒲には最適の環境ともいえる。水を簡単に引ける場所なら、花菖蒲を栽培するには適した地で、今では貴重な江戸系花菖蒲を中心に約200種類、6000株の花菖蒲が植えられている。6月には「葛飾菖蒲まつり」を毎土曜日、日曜日には開催。菖蒲園だけではなく、その周辺地域を大きな会場として、パレードや縁日、歌謡ショーにバザーなど盛大な催し物も開かれ、町全体がにぎやかに彩られる時期をむかえます。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/9382/bca3508c-3a30-4adb-b295-2177f588ee82.jpg","http://www.city.katsushika.lg.jp/institution/1000096/1006888.html","35.742591","139.825743","3"
"水元公園","6月上旬～8月","東京都葛飾区水元公園3−9 都立水元公園","南蔵院のすぐ裏手にある水元公園は、小合溜に沿って造られた、都内で唯一水郷の景観をもった公園です。水元公園は小合溜に沿って造られた、都内で唯一水郷の景観をもった公園です。昭和50年まで、このあたりは都立江戸川水郷自然公園に指定されていました。小合溜から引いた大小の水路が園内を走り、水郷景観を作りだしています。園内にはポプラ並木やメタセコイアの森、ハンノキなど水辺に強い樹木が生育し、ハナショウブ、スイレン、コウホネといった水生植物を多く見ることができます。水元公園は桜や花菖蒲の名所としても有名です。3月下旬から4月上旬にかけては美しい遊歩道の桜を、6月上旬から下旬には約100品種20万本の花菖蒲を楽しむことができます。また、花菖蒲の季節には菖蒲祭りも開催されます。桜や花菖蒲の咲く季節はもちろんですが、水元公園では一年を通して美しい景観が楽しめます。釣り場、ポプラ並木、「生きた化石」メタセコイヤの森、中央広場、フィールドアスレチックス、バードサンクチュアリーがあり、都の天然記念物「オニバス」や絶滅危惧種「アサザ」の自生地としても知られています。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/12835/cd01154b-1502-4d54-9f05-8af96b96c8cf.JPG","http://www.tokyo-park.or.jp/park/format/index041.html","35.784933","139.869696","3"
"金剛證寺の睡蓮","6月上旬～8月","三重県伊勢市朝熊町548","空海ゆかりの古寺の池の水面を睡蓮が覆いつくす三重県伊勢市の朝熊岳（あさまだけ）の山頂にある空海ゆかりの古刹が「金剛證寺（こんごうしょうじ）」。伊勢神宮の鬼門を守る寺としても有名です。寺の創建は欽明時代の御代（6世紀後半）、暁台上人によって開かれたと伝えられています。伊勢神宮の鬼門を守る寺としても有名で、「お伊勢参らば朝熊をかけよ、朝熊かけねば片参り」と伊勢音頭の一節にも唄われ、伊勢神宮へお参りする人々はこのお寺にも参詣するのが習わしでした。ここ金剛證寺の連間の池では、6月下旬から8月の見頃を迎えると、数百もの睡蓮が水面を覆う名所になります。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/52921/0561ead3-4f9b-439b-affd-d9b416e3696d.jpg","https://www.kankomie.or.jp/event/detail_9362.html","34.457411","136.785476","5"
"弘前公園のハス","7月中旬〜8月下旬","青森県弘前市下白銀町1−1 弘前公園","津軽統一を果たした津軽氏の居城。弘前城天守や櫓、城門が当時の姿を伝える。津軽統一を果たした初代藩主、為信（ためのぶ）が慶長8年（1603年）に計画、2代藩主 信枚（のぶひら）が慶長16（1611年）に完成させた城。広さ約49.2ha、東京ドーム10個分以上の敷地は、三重の濠と土塁に囲まれ、6つの郭で構成されている。現在の天守は文化8年（1811年）に再建され、弘前城史料館として藩の史料を展示し、当時の風情を偲ばせている。園内の桜は、正徳5年（1715年）、西の郭に25本の桜を植えたのが最初と伝えられる。現在の桜は、明治維新後、荒れ放題のお城を見た旧藩士が少しずつ植えていき、昔の姿を取り戻そうと大部分は明治以降に植えられたもの。天守閣を中心にソメイヨシノをはじめシダレザクラ、ヤエザクラなど約50種2,600本の桜が咲き誇り、春は大勢の人出で賑わう。また弘前公園は、毎年7月中旬から8月下旬にかけて蓮の名所になる。「蓮池濠」や「石橋」付近で古代蓮、弘前公園西側の工業高校口近くの蓮池では蓮の群生が咲き誇り、暑い夏に涼しさをもたらす。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49213/bebacd57-5e14-4275-93a6-87e5ccb501de.jpg","http://www.hirosakipark.jp/","40.604784","140.463599","2"
